event,time,tdcid,chnlid,tdcid_bits,channel_bits,time_bits
48,81754,3,0,0011,00000,10011111101011010
24,81881,2,0,0010,00000,10011111111011001
79,81883,4,7,0100,00111,10011111111011011
112,81893,5,16,0101,10000,10011111111100101
0,81929,1,0,0001,00000,10100000000001001
128,81930,6,8,0110,01000,10100000000001010
5,81936,1,5,0001,00101,10100000000010000
104,82067,5,8,0101,01000,10100000010010011
42,82150,2,18,0010,10010,10100000011100110
131,82172,6,11,0110,01011,10100000011111100
20,82178,1,20,0001,10100,10100000100000010
57,82231,3,9,0011,01001,10100000100110111
56,82268,3,8,0011,01000,10100000101011100
120,82341,6,0,0110,00000,10100000110100101
67,82362,3,19,0011,10011,10100000110111010
15,82394,1,15,0001,01111,10100000111011010
126,82421,6,6,0110,00110,10100000111110101
124,82477,6,4,0110,00100,10100001000101101
22,82480,1,22,0001,10110,10100001000110000
107,82600,5,11,0101,01011,10100001010101000
24,82627,2,0,0010,00000,10100001011000011
34,82647,2,10,0010,01010,10100001011010111
86,82648,4,14,0100,01110,10100001011011000
68,82659,3,20,0011,10100,10100001011100011
135,82700,6,15,0110,01111,10100001100001100
21,82739,1,21,0001,10101,10100001100110011
100,82819,5,4,0101,00100,10100001110000011
34,82840,2,10,0010,01010,10100001110011000
76,82864,4,4,0100,00100,10100001110110000
62,83009,3,14,0011,01110,10100010001000001
126,83020,6,6,0110,00110,10100010001001100
126,83063,6,6,0110,00110,10100010001110111
5,83069,1,5,0001,00101,10100010001111101
0,83108,1,0,0001,00000,10100010010100100
14,83135,1,14,0001,01110,10100010010111111
99,83177,5,3,0101,00011,10100010011101001
69,83284,3,21,0011,10101,10100010101010100
125,83285,6,5,0110,00101,10100010101010101
79,83441,4,7,0100,00111,10100010111110001
1,83470,1,1,0001,00001,10100011000001110
50,83610,3,2,0011,00010,10100011010011010
103,83677,5,7,0101,00111,10100011011011101
66,83770,3,18,0011,10010,10100011100111010
115,83832,5,19,0101,10011,10100011101111000
56,83912,3,8,0011,01000,10100011111001000
20,83951,1,20,0001,10100,10100011111101111
14,83956,1,14,0001,01110,10100011111110100
37,84006,2,13,0010,01101,10100100000100110
16,84065,1,16,0001,10000,10100100001100001
6,84216,1,6,0001,00110,10100100011111000
110,84245,5,14,0101,01110,10100100100010101
1,84252,1,1,0001,00001,10100100100011100
124,84313,6,4,0110,00100,10100100101011001
68,84334,3,20,0011,10100,10100100101101110
105,84391,5,9,0101,01001,10100100110100111
67,84410,3,19,0011,10011,10100100110111010
54,84489,3,6,0011,00110,10100101000001001
78,84613,4,6,0100,00110,10100101010000101
9,84625,1,9,0001,01001,10100101010010001
70,84637,3,22,0011,10110,10100101010011101
90,84639,4,18,0100,10010,10100101010011111
126,84689,6,6,0110,00110,10100101011010001
56,84720,3,8,0011,01000,10100101011110000
126,84738,6,6,0110,00110,10100101100000010
37,84781,2,13,0010,01101,10100101100101101
42,84826,2,18,0010,10010,10100101101011010
126,84828,6,6,0110,00110,10100101101011100
8,84882,1,8,0001,01000,10100101110010010
125,84889,6,5,0110,00101,10100101110011001
78,84919,4,6,0100,00110,10100101110110111
85,84978,4,13,0100,01101,10100101111110010
41,84981,2,17,0010,10001,10100101111110101
28,85165,2,4,0010,00100,10100110010101101
45,85277,2,21,0010,10101,10100110100011101
91,85334,4,19,0100,10011,10100110101010110
7,85352,1,7,0001,00111,10100110101101000
44,85508,2,20,0010,10100,10100111000000100
73,85508,4,1,0100,00001,10100111000000100
5,85591,1,5,0001,00101,10100111001010111
80,85600,4,8,0100,01000,10100111001100000
83,85764,4,11,0100,01011,10100111100000100
97,85805,5,1,0101,00001,10100111100101101
51,85808,3,3,0011,00011,10100111100110000
40,85828,2,16,0010,10000,10100111101000100
20,85865,1,20,0001,10100,10100111101101001
31,85948,2,7,0010,00111,10100111110111100
108,86017,5,12,0101,01100,10101000000000001
85,86045,4,13,0100,01101,10101000000011101
107,86073,5,11,0101,01011,10101000000111001
106,86102,5,10,0101,01010,10101000001010110
120,86324,6,0,0110,00000,10101000100110100
36,86376,2,12,0010,01100,10101000101101000
25,86378,2,1,0010,00001,10101000101101010
32,86399,2,8,0010,01000,10101000101111111
117,86458,5,21,0101,10101,10101000110111010
32,86500,2,8,0010,01000,10101000111100100
101,86503,5,5,0101,00101,10101000111100111
55,86589,3,7,0011,00111,10101001000111101
10,86647,1,10,0001,01010,10101001001110111
127,86667,6,7,0110,00111,10101001010001011
27,86672,2,3,0010,00011,10101001010010000
48,86833,3,0,0011,00000,10101001100110001
55,86871,3,7,0011,00111,10101001101010111
27,86902,2,3,0010,00011,10101001101110110
38,86964,2,14,0010,01110,10101001110110100
133,86988,6,13,0110,01101,10101001111001100
26,87026,2,2,0010,00010,10101001111110010
40,87049,2,16,0010,10000,10101010000001001
114,87056,5,18,0101,10010,10101010000010000
2,87067,1,2,0001,00010,10101010000011011
122,87109,6,2,0110,00010,10101010001000101
63,87221,3,15,0011,01111,10101010010110101
56,87244,3,8,0011,01000,10101010011001100
39,87391,2,15,0010,01111,10101010101011111
75,87392,4,3,0100,00011,10101010101100000
90,87452,4,18,0100,10010,10101010110011100
38,87508,2,14,0010,01110,10101010111010100
70,87589,3,22,0011,10110,10101011000100101
21,87650,1,21,0001,10101,10101011001100010
112,87695,5,16,0101,10000,10101011010001111
80,87710,4,8,0100,01000,10101011010011110
46,87858,2,22,0010,10110,10101011100110010
10,87863,1,10,0001,01010,10101011100110111
52,87881,3,4,0011,00100,10101011101001001
88,87892,4,16,0100,10000,10101011101010100
15,87895,1,15,0001,01111,10101011101010111
121,87929,6,1,0110,00001,10101011101111001
72,88006,4,0,0100,00000,10101011111000110
98,88035,5,2,0101,00010,10101011111100011
124,88049,6,4,0110,00100,10101011111110001
23,88123,1,23,0001,10111,10101100000111011
69,88127,3,21,0011,10101,10101100000111111
10,88167,1,10,0001,01010,10101100001100111
138,88240,6,18,0110,10010,10101100010110000
19,88305,1,19,0001,10011,10101100011110001
140,88336,6,20,0110,10100,10101100100010000
95,88365,4,23,0100,10111,10101100100101101
126,88402,6,6,0110,00110,10101100101010010
59,88428,3,11,0011,01011,10101100101101100
22,88438,1,22,0001,10110,10101100101110110
118,88450,5,22,0101,10110,10101100110000010
129,88453,6,9,0110,01001,10101100110000101
15,88495,1,15,0001,01111,10101100110101111
71,88535,3,23,0011,10111,10101100111010111
115,88545,5,19,0101,10011,10101100111100001
83,88600,4,11,0100,01011,10101101000011000
68,88602,3,20,0011,10100,10101101000011010
77,88624,4,5,0100,00101,10101101000110000
18,88697,1,18,0001,10010,10101101001111001
68,88720,3,20,0011,10100,10101101010010000
113,88725,5,17,0101,10001,10101101010010101
82,88755,4,10,0100,01010,10101101010110011
123,88777,6,3,0110,00011,10101101011001001
124,88863,6,4,0110,00100,10101101100011111
13,88886,1,13,0001,01101,10101101100110110
76,88889,4,4,0100,00100,10101101100111001
43,88910,2,19,0010,10011,10101101101001110
72,88925,4,0,0100,00000,10101101101011101
15,88981,1,15,0001,01111,10101101110010101
82,89026,4,10,0100,01010,10101101111000010
6,89097,1,6,0001,00110,10101110000001001
139,89115,6,19,0110,10011,10101110000011011
42,89187,2,18,0010,10010,10101110001100011
22,89269,1,22,0001,10110,10101110010110101
2,89271,1,2,0001,00010,10101110010110111
20,89392,1,20,0001,10100,10101110100110000
89,89429,4,17,0100,10001,10101110101010101
34,89513,2,10,0010,01010,10101110110101001
95,89528,4,23,0100,10111,10101110110111000
45,89533,2,21,0010,10101,10101110110111101
41,89598,2,17,0010,10001,10101110111111110
112,89729,5,16,0101,10000,10101111010000001
44,89781,2,20,0010,10100,10101111010110101
0,89818,1,0,0001,00000,10101111011011010
127,89888,6,7,0110,00111,10101111100100000
69,89913,3,21,0011,10101,10101111100111001
21,89927,1,21,0001,10101,10101111101000111
11,89946,1,11,0001,01011,10101111101011010
56,89970,3,8,0011,01000,10101111101110010
84,90069,4,12,0100,01100,10101111111010101
101,90127,5,5,0101,00101,10110000000001111
94,90139,4,22,0100,10110,10110000000011011
54,90284,3,6,0011,00110,10110000010101100
95,90325,4,23,0100,10111,10110000011010101
53,90526,3,5,0011,00101,10110000110011110
103,90537,5,7,0101,00111,10110000110101001
141,90563,6,21,0110,10101,10110000111000011
130,90589,6,10,0110,01010,10110000111011101
104,90608,5,8,0101,01000,10110000111110000
114,90674,5,18,0101,10010,10110001000110010
37,90712,2,13,0010,01101,10110001001011000
140,90866,6,20,0110,10100,10110001011110010
128,90921,6,8,0110,01000,10110001100101001
118,91029,5,22,0101,10110,10110001110010101
29,91051,2,5,0010,00101,10110001110101011
86,91064,4,14,0100,01110,10110001110111000
72,91072,4,0,0100,00000,10110001111000000
113,91254,5,17,0101,10001,10110010001110110
29,91325,2,5,0010,00101,10110010010111101
4,91330,1,4,0001,00100,10110010011000010
9,91391,1,9,0001,01001,10110010011111111
97,91457,5,1,0101,00001,10110010101000001
113,91473,5,17,0101,10001,10110010101010001
32,91475,2,8,0010,01000,10110010101010011
46,91481,2,22,0010,10110,10110010101011001
50,91645,3,2,0011,00010,10110010111111101
113,91682,5,17,0101,10001,10110011000100010
49,91696,3,1,0011,00001,10110011000110000
131,91711,6,11,0110,01011,10110011000111111
4,91741,1,4,0001,00100,10110011001011101
30,91760,2,6,0010,00110,10110011001110000
138,91789,6,18,0110,10010,10110011010001101
24,91850,2,0,0010,00000,10110011011001010
112,91866,5,16,0101,10000,10110011011011010
110,91890,5,14,0101,01110,10110011011110010
21,91895,1,21,0001,10101,10110011011110111
44,91907,2,20,0010,10100,10110011100000011
73,91952,4,1,0100,00001,10110011100110000
125,91973,6,5,0110,00101,10110011101000101
15,92017,1,15,0001,01111,10110011101110001
93,92020,4,21,0100,10101,10110011101110100
135,92049,6,15,0110,01111,10110011110010001
91,92178,4,19,0100,10011,10110100000010010
13,92233,1,13,0001,01101,10110100001001001
90,92293,4,18,0100,10010,10110100010000101
58,92378,3,10,0011,01010,10110100011011010
88,92452,4,16,0100,10000,10110100100100100
2,92453,1,2,0001,00010,10110100100100101
130,92632,6,10,0110,01010,10110100111011000
114,92654,5,18,0101,10010,10110100111101110
80,92673,4,8,0100,01000,10110101000000001
60,92717,3,12,0011,01100,10110101000101101
3,92757,1,3,0001,00011,10110101001010101
80,92782,4,8,0100,01000,10110101001101110
65,92784,3,17,0011,10001,10110101001110000
18,92809,1,18,0001,10010,10110101010001001
135,92814,6,15,0110,01111,10110101010001110
3,92835,1,3,0001,00011,10110101010100011
24,92838,2,0,0010,00000,10110101010100110
5,92867,1,5,0001,00101,10110101011000011
35,92946,2,11,0010,01011,10110101100010010
83,93008,4,11,0100,01011,10110101101010000
38,93062,2,14,0010,01110,10110101110000110
107,93111,5,11,0101,01011,10110101110110111
25,93119,2,1,0010,00001,10110101110111111
47,93131,2,23,0010,10111,10110101111001011
89,93141,4,17,0100,10001,10110101111010101
74,93178,4,2,0100,00010,10110101111111010
55,93182,3,7,0011,00111,10110101111111110
4,93238,1,4,0001,00100,10110110000110110
135,93330,6,15,0110,01111,10110110010010010
29,93344,2,5,0010,00101,10110110010100000
97,93388,5,1,0101,00001,10110110011001100
28,93420,2,4,0010,00100,10110110011101100
13,93430,1,13,0001,01101,10110110011110110
44,93463,2,20,0010,10100,10110110100010111
27,93463,2,3,0010,00011,10110110100010111
54,93485,3,6,0011,00110,10110110100101101
80,93551,4,8,0100,01000,10110110101101111
64,93591,3,16,0011,10000,10110110110010111
114,93643,5,18,0101,10010,10110110111001011
39,93736,2,15,0010,01111,10110111000101000
36,93765,2,12,0010,01100,10110111001000101
137,93792,6,17,0110,10001,10110111001100000
90,93936,4,18,0100,10010,10110111011110000
7,94034,1,7,0001,00111,10110111101010010
13,94278,1,13,0001,01101,10111000001000110
75,94306,4,3,0100,00011,10111000001100010
39,94318,2,15,0010,01111,10111000001101110
4,94334,1,4,0001,00100,10111000001111110
38,94428,2,14,0010,01110,10111000011011100
61,94433,3,13,0011,01101,10111000011100001
71,94454,3,23,0011,10111,10111000011110110
131,94470,6,11,0110,01011,10111000100000110
8,94605,1,8,0001,01000,10111000110001101
16,94629,1,16,0001,10000,10111000110100101
76,94633,4,4,0100,00100,10111000110101001
125,94654,6,5,0110,00101,10111000110111110
12,94702,1,12,0001,01100,10111000111101110
117,94718,5,21,0101,10101,10111000111111110
26,94860,2,2,0010,00010,10111001010001100
105,94875,5,9,0101,01001,10111001010011011
121,94976,6,1,0110,00001,10111001100000000
137,95003,6,17,0110,10001,10111001100011011
56,95183,3,8,0011,01000,10111001111001111
104,95184,5,8,0101,01000,10111001111010000
97,95221,5,1,0101,00001,10111001111110101
74,95436,4,2,0100,00010,10111010011001100
17,95447,1,17,0001,10001,10111010011010111
34,95452,2,10,0010,01010,10111010011011100
24,95458,2,0,0010,00000,10111010011100010
100,95465,5,4,0101,00100,10111010011101001
73,95489,4,1,0100,00001,10111010100000001
129,95560,6,9,0110,01001,10111010101001000
53,95568,3,5,0011,00101,10111010101010000
31,95668,2,7,0010,00111,10111010110110100
81,95759,4,9,0100,01001,10111011000001111
12,95845,1,12,0001,01100,10111011001100101
98,95881,5,2,0101,00010,10111011010001001
58,95894,3,10,0011,01010,10111011010010110
88,95899,4,16,0100,10000,10111011010011011
94,96014,4,22,0100,10110,10111011100001110
7,96026,1,7,0001,00111,10111011100011010
74,96039,4,2,0100,00010,10111011100100111
37,96130,2,13,0010,01101,10111011110000010
71,96182,3,23,0011,10111,10111011110110110
64,96231,3,16,0011,10000,10111011111100111
121,96243,6,1,0110,00001,10111011111110011
122,96252,6,2,0110,00010,10111011111111100
143,96263,6,23,0110,10111,10111100000000111
39,96270,2,15,0010,01111,10111100000001110
116,96279,5,20,0101,10100,10111100000010111
121,96291,6,1,0110,00001,10111100000100011
20,96292,1,20,0001,10100,10111100000100100
102,96403,5,6,0101,00110,10111100010010011
125,96407,6,5,0110,00101,10111100010010111
34,96407,2,10,0010,01010,10111100010010111
9,96576,1,9,0001,01001,10111100101000000
16,96673,1,16,0001,10000,10111100110100001
106,96679,5,10,0101,01010,10111100110100111
74,96735,4,2,0100,00010,10111100111011111
28,96765,2,4,0010,00100,10111100111111101
20,96777,1,20,0001,10100,10111101000001001
96,96796,5,0,0101,00000,10111101000011100
104,96844,5,8,0101,01000,10111101001001100
90,96862,4,18,0100,10010,10111101001011110
97,96925,5,1,0101,00001,10111101010011101
61,96942,3,13,0011,01101,10111101010101110
11,97003,1,11,0001,01011,10111101011101011
114,97004,5,18,0101,10010,10111101011101100
95,97089,4,23,0100,10111,10111101101000001
17,97132,1,17,0001,10001,10111101101101100
4,97139,1,4,0001,00100,10111101101110011
47,97168,2,23,0010,10111,10111101110010000
61,97170,3,13,0011,01101,10111101110010010
91,97182,4,19,0100,10011,10111101110011110
100,97204,5,4,0101,00100,10111101110110100
42,97213,2,18,0010,10010,10111101110111101
137,97292,6,17,0110,10001,10111110000001100
133,97413,6,13,0110,01101,10111110010000101
99,97570,5,3,0101,00011,10111110100100010
82,97593,4,10,0100,01010,10111110100111001
105,97629,5,9,0101,01001,10111110101011101
92,97687,4,20,0100,10100,10111110110010111
88,97752,4,16,0100,10000,10111110111011000
35,97768,2,11,0010,01011,10111110111101000
11,97806,1,11,0001,01011,10111111000001110
1,97875,1,1,0001,00001,10111111001010011
76,97903,4,4,0100,00100,10111111001101111
112,97927,5,16,0101,10000,10111111010000111
41,97987,2,17,0010,10001,10111111011000011
138,98092,6,18,0110,10010,10111111100101100
28,98104,2,4,0010,00100,10111111100111000
5,98195,1,5,0001,00101,10111111110010011
121,98224,6,1,0110,00001,10111111110110000
140,98308,6,20,0110,10100,11000000000000100
26,98325,2,2,0010,00010,11000000000010101
89,98331,4,17,0100,10001,11000000000011011
134,98349,6,14,0110,01110,11000000000101101
98,98406,5,2,0101,00010,11000000001100110
50,98408,3,2,0011,00010,11000000001101000
67,98446,3,19,0011,10011,11000000010001110
65,98519,3,17,0011,10001,11000000011010111
8,98587,1,8,0001,01000,11000000100011011
47,98601,2,23,0010,10111,11000000100101001
92,98703,4,20,0100,10100,11000000110001111
95,98712,4,23,0100,10111,11000000110011000
67,98825,3,19,0011,10011,11000001000001001
93,98868,4,21,0100,10101,11000001000110100
61,98961,3,13,0011,01101,11000001010010001
1,99016,1,1,0001,00001,11000001011001000
97,99066,5,1,0101,00001,11000001011111010
30,99067,2,6,0010,00110,11000001011111011
14,99077,1,14,0001,01110,11000001100000101
12,99080,1,12,0001,01100,11000001100001000
40,99274,2,16,0010,10000,11000001111001010
11,99307,1,11,0001,01011,11000001111101011
60,99325,3,12,0011,01100,11000001111111101
61,99411,3,13,0011,01101,11000010001010011
132,99475,6,12,0110,01100,11000010010010011
57,99477,3,9,0011,01001,11000010010010101
127,99494,6,7,0110,00111,11000010010100110
42,99494,2,18,0010,10010,11000010010100110
70,99525,3,22,0011,10110,11000010011000101
45,99548,2,21,0010,10101,11000010011011100
117,99658,5,21,0101,10101,11000010101001010
119,99665,5,23,0101,10111,11000010101010001
122,99670,6,2,0110,00010,11000010101010110
94,99712,4,22,0100,10110,11000010110000000
112,99726,5,16,0101,10000,11000010110001110
86,99731,4,14,0100,01110,11000010110010011
116,99822,5,20,0101,10100,11000010111101110
62,99941,3,14,0011,01110,11000011001100101
132,99986,6,12,0110,01100,11000011010010010
21,100020,1,21,0001,10101,11000011010110100
82,100024,4,10,0100,01010,11000011010111000
94,100091,4,22,0100,10110,11000011011111011
51,100098,3,3,0011,00011,11000011100000010
11,100108,1,11,0001,01011,11000011100001100
94,100131,4,22,0100,10110,11000011100100011
56,100290,3,8,0011,01000,11000011111000010
93,100298,4,21,0100,10101,11000011111001010
124,100298,6,4,0110,00100,11000011111001010
122,100328,6,2,0110,00010,11000011111101000
98,100345,5,2,0101,00010,11000011111111001
106,100360,5,10,0101,01010,11000100000001000
39,100369,2,15,0010,01111,11000100000010001
70,100500,3,22,0011,10110,11000100010010100
30,100515,2,6,0010,00110,11000100010100011
21,100552,1,21,0001,10101,11000100011001000
124,100566,6,4,0110,00100,11000100011010110
87,100568,4,15,0100,01111,11000100011011000
113,100584,5,17,0101,10001,11000100011101000
83,100621,4,11,0100,01011,11000100100001101
21,100621,1,21,0001,10101,11000100100001101
52,100632,3,4,0011,00100,11000100100011000
62,100632,3,14,0011,01110,11000100100011000
137,100664,6,17,0110,10001,11000100100111000
45,100720,2,21,0010,10101,11000100101110000
79,100778,4,7,0100,00111,11000100110101010
20,100778,1,20,0001,10100,11000100110101010
138,100797,6,18,0110,10010,11000100110111101
62,100850,3,14,0011,01110,11000100111110010
130,100870,6,10,0110,01010,11000101000000110
89,100938,4,17,0100,10001,11000101001001010
40,100942,2,16,0010,10000,11000101001001110
81,101032,4,9,0100,01001,11000101010101000
37,101058,2,13,0010,01101,11000101011000010
124,101059,6,4,0110,00100,11000101011000011
112,101062,5,16,0101,10000,11000101011000110
100,101085,5,4,0101,00100,11000101011011101
54,101097,3,6,0011,00110,11000101011101001
3,101146,1,3,0001,00011,11000101100011010
131,101192,6,11,0110,01011,11000101101001000
96,101202,5,0,0101,00000,11000101101010010
98,101232,5,2,0101,00010,11000101101110000
33,101235,2,9,0010,01001,11000101101110011
30,101249,2,6,0010,00110,11000101110000001
38,101336,2,14,0010,01110,11000101111011000
99,101338,5,3,0101,00011,11000101111011010
109,101360,5,13,0101,01101,11000101111110000
73,101377,4,1,0100,00001,11000110000000001
106,101390,5,10,0101,01010,11000110000001110
102,101457,5,6,0101,00110,11000110001010001
130,101458,6,10,0110,01010,11000110001010010
21,101590,1,21,0001,10101,11000110011010110
119,101596,5,23,0101,10111,11000110011011100
81,101598,4,9,0100,01001,11000110011011110
50,101628,3,2,0011,00010,11000110011111100
126,101649,6,6,0110,00110,11000110100010001
8,101694,1,8,0001,01000,11000110100111110
45,101694,2,21,0010,10101,11000110100111110
95,101725,4,23,0100,10111,11000110101011101
130,101758,6,10,0110,01010,11000110101111110
130,101904,6,10,0110,01010,11000111000010000
35,101935,2,11,0010,01011,11000111000101111
68,101936,3,20,0011,10100,11000111000110000
123,102002,6,3,0110,00011,11000111001110010
122,102026,6,2,0110,00010,11000111010001010
118,102078,5,22,0101,10110,11000111010111110
47,102109,2,23,0010,10111,11000111011011101
140,102124,6,20,0110,10100,11000111011101100
119,102134,5,23,0101,10111,11000111011110110
113,102139,5,17,0101,10001,11000111011111011
0,102218,1,0,0001,00000,11000111101001010
64,102281,3,16,0011,10000,11000111110001001
32,102284,2,8,0010,01000,11000111110001100
112,102344,5,16,0101,10000,11000111111001000
79,102349,4,7,0100,00111,11000111111001101
126,102382,6,6,0110,00110,11000111111101110
12,102478,1,12,0001,01100,11001000001001110
14,102528,1,14,0001,01110,11001000010000000
69,102592,3,21,0011,10101,11001000011000000
33,102662,2,9,0010,01001,11001000100000110
50,102723,3,2,0011,00010,11001000101000011
11,102755,1,11,0001,01011,11001000101100011
127,102772,6,7,0110,00111,11001000101110100
49,102786,3,1,0011,00001,11001000110000010
142,102787,6,22,0110,10110,11001000110000011
31,102811,2,7,0010,00111,11001000110011011
65,102841,3,17,0011,10001,11001000110111001
129,102846,6,9,0110,01001,11001000110111110
78,102863,4,6,0100,00110,11001000111001111
133,102874,6,13,0110,01101,11001000111011010
15,102878,1,15,0001,01111,11001000111011110
84,102925,4,12,0100,01100,11001001000001101
109,102930,5,13,0101,01101,11001001000010010
75,102969,4,3,0100,00011,11001001000111001
109,103022,5,13,0101,01101,11001001001101110
26,103054,2,2,0010,00010,11001001010001110
18,103122,1,18,0001,10010,11001001011010010
94,103172,4,22,0100,10110,11001001100000100
75,103188,4,3,0100,00011,11001001100010100
105,103292,5,9,0101,01001,11001001101111100
19,103312,1,19,0001,10011,11001001110010000
12,103334,1,12,0001,01100,11001001110100110
15,103368,1,15,0001,01111,11001001111001000
72,103432,4,0,0100,00000,11001010000001000
80,103469,4,8,0100,01000,11001010000101101
6,103475,1,6,0001,00110,11001010000110011
117,103488,5,21,0101,10101,11001010001000000
49,103521,3,1,0011,00001,11001010001100001
71,103567,3,23,0011,10111,11001010010001111
32,103578,2,8,0010,01000,11001010010011010
98,103604,5,2,0101,00010,11001010010110100
53,103612,3,5,0011,00101,11001010010111100
4,103614,1,4,0001,00100,11001010010111110
46,103677,2,22,0010,10110,11001010011111101
54,103773,3,6,0011,00110,11001010101011101
43,103786,2,19,0010,10011,11001010101101010
4,103804,1,4,0001,00100,11001010101111100
120,103825,6,0,0110,00000,11001010110010001
48,103904,3,0,0011,00000,11001010111100000
11,103918,1,11,0001,01011,11001010111101110
38,103930,2,14,0010,01110,11001010111111010
29,103955,2,5,0010,00101,11001011000010011
54,103994,3,6,0011,00110,11001011000111010
43,103996,2,19,0010,10011,11001011000111100
46,104001,2,22,0010,10110,11001011001000001
41,104018,2,17,0010,10001,11001011001010010
46,104083,2,22,0010,10110,11001011010010011
58,104174,3,10,0011,01010,11001011011101110
30,104308,2,6,0010,00110,11001011101110100
29,104316,2,5,0010,00101,11001011101111100
133,104329,6,13,0110,01101,11001011110001001
44,104356,2,20,0010,10100,11001011110100100
138,104378,6,18,0110,10010,11001011110111010
39,104484,2,15,0010,01111,11001100000100100
44,104522,2,20,0010,10100,11001100001001010
69,104540,3,21,0011,10101,11001100001011100
123,104550,6,3,0110,00011,11001100001100110
1,104583,1,1,0001,00001,11001100010000111
69,104617,3,21,0011,10101,11001100010101001
78,104661,4,6,0100,00110,11001100011010101
65,104688,3,17,0011,10001,11001100011110000
68,104764,3,20,0011,10100,11001100100111100
132,104951,6,12,0110,01100,11001100111110111
56,105031,3,8,0011,01000,11001101001000111
89,105079,4,17,0100,10001,11001101001110111
45,105139,2,21,0010,10101,11001101010110011
71,105162,3,23,0011,10111,11001101011001010
9,105250,1,9,0001,01001,11001101100100010
117,105397,5,21,0101,10101,11001101110110101
36,105400,2,12,0010,01100,11001101110111000
115,105432,5,19,0101,10011,11001101111011000
6,105485,1,6,0001,00110,11001110000001101
52,105494,3,4,0011,00100,11001110000010110
115,105655,5,19,0101,10011,11001110010110111
11,105698,1,11,0001,01011,11001110011100010
13,105766,1,13,0001,01101,11001110100100110
64,105768,3,16,0011,10000,11001110100101000
0,105800,1,0,0001,00000,11001110101001000
123,105812,6,3,0110,00011,11001110101010100
84,105815,4,12,0100,01100,11001110101010111
18,105859,1,18,0001,10010,11001110110000011
2,105884,1,2,0001,00010,11001110110011100
105,106028,5,9,0101,01001,11001111000101100
6,106196,1,6,0001,00110,11001111011010100
100,106224,5,4,0101,00100,11001111011110000
95,106312,4,23,0100,10111,11001111101001000
66,106368,3,18,0011,10010,11001111110000000
66,106432,3,18,0011,10010,11001111111000000
117,106510,5,21,0101,10101,11010000000001110
61,106536,3,13,0011,01101,11010000000101000
25,106567,2,1,0010,00001,11010000001000111
3,106591,1,3,0001,00011,11010000001011111
57,106653,3,9,0011,01001,11010000010011101
100,106744,5,4,0101,00100,11010000011111000
100,106831,5,4,0101,00100,11010000101001111
28,106832,2,4,0010,00100,11010000101010000
51,106859,3,3,0011,00011,11010000101101011
56,106995,3,8,0011,01000,11010000111110011
31,107025,2,7,0010,00111,11010001000010001
11,107045,1,11,0001,01011,11010001000100101
48,107082,3,0,0011,00000,11010001001001010
135,107091,6,15,0110,01111,11010001001010011
104,107127,5,8,0101,01000,11010001001110111
93,107143,4,21,0100,10101,11010001010000111
35,107158,2,11,0010,01011,11010001010010110
7,107177,1,7,0001,00111,11010001010101001
95,107191,4,23,0100,10111,11010001010110111
73,107220,4,1,0100,00001,11010001011010100
10,107345,1,10,0001,01010,11010001101010001
106,107385,5,10,0101,01010,11010001101111001
78,107503,4,6,0100,00110,11010001111101111
27,107507,2,3,0010,00011,11010001111110011
61,107577,3,13,0011,01101,11010010000111001
6,107642,1,6,0001,00110,11010010001111010
9,107688,1,9,0001,01001,11010010010101000
125,107697,6,5,0110,00101,11010010010110001
122,107824,6,2,0110,00010,11010010100110000
119,107834,5,23,0101,10111,11010010100111010
125,107858,6,5,0110,00101,11010010101010010
20,107967,1,20,0001,10100,11010010110111111
101,108101,5,5,0101,00101,11010011001000101
131,108136,6,11,0110,01011,11010011001101000
109,108149,5,13,0101,01101,11010011001110101
94,108154,4,22,0100,10110,11010011001111010
136,108252,6,16,0110,10000,11010011011011100
88,108299,4,16,0100,10000,11010011100001011
138,108304,6,18,0110,10010,11010011100010000
68,108335,3,20,0011,10100,11010011100101111
94,108350,4,22,0100,10110,11010011100111110
22,108385,1,22,0001,10110,11010011101100001
127,108437,6,7,0110,00111,11010011110010101
19,108438,1,19,0001,10011,11010011110010110
14,108493,1,14,0001,01110,11010011111001101
88,108559,4,16,0100,10000,11010100000001111
53,108618,3,5,0011,00101,11010100001001010
74,108624,4,2,0100,00010,11010100001010000
48,108687,3,0,0011,00000,11010100010001111
75,108795,4,3,0100,00011,11010100011111011
88,108826,4,16,0100,10000,11010100100011010
117,108840,5,21,0101,10101,11010100100101000
37,108868,2,13,0010,01101,11010100101000100
135,108886,6,15,0110,01111,11010100101010110
37,108889,2,13,0010,01101,11010100101011001
41,108939,2,17,0010,10001,11010100110001011
23,108984,1,23,0001,10111,11010100110111000
7,108988,1,7,0001,00111,11010100110111100
45,109022,2,21,0010,10101,11010100111011110
7,109056,1,7,0001,00111,11010101000000000
85,109131,4,13,0100,01101,11010101001001011
16,109136,1,16,0001,10000,11010101001010000
130,109138,6,10,0110,01010,11010101001010010
83,109296,4,11,0100,01011,11010101011110000
2,109319,1,2,0001,00010,11010101100000111
46,109360,2,22,0010,10110,11010101100110000
73,109377,4,1,0100,00001,11010101101000001
142,109395,6,22,0110,10110,11010101101010011
102,109408,5,6,0101,00110,11010101101100000
123,109412,6,3,0110,00011,11010101101100100
56,109504,3,8,0011,01000,11010101111000000
128,109505,6,8,0110,01000,11010101111000001
